Last Visit (America/Chicago),Title,URL,Profile
2025-12-03 20:54:50 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_205444/report.html,rcj1pid8.default-release
2025-12-03 20:53:46 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_205340/report.html,rcj1pid8.default-release
2025-12-03 20:52:54 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_205246/report.html,rcj1pid8.default-release
2025-12-03 20:46:15 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_204608/report.html,rcj1pid8.default-release
2025-12-03 20:32:05 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_203139/report.html,rcj1pid8.default-release
2025-12-03 20:21:59 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_202118/report.html,rcj1pid8.default-release
2025-12-03 20:21:42 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_201511/report.html,rcj1pid8.default-release
2025-12-03 20:20:39 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_201511/report.html,rcj1pid8.default-release
2025-12-03 20:20:39 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_201511/report.html,rcj1pid8.default-release
2025-12-03 20:20:38 UTC-06:00-0600,Browser Forensics Report,file:///C:/Users/Zac/IT360-Sect-2-Project-Browser-Forensics/outputs/20251203_201511/report.html,rcj1pid8.default-release
2025-12-03 20:12:16 UTC-06:00-0600,Join from Zoom Workplace app - Zoom,https://illinoisstate.zoom.us/j/84286517133#success,rcj1pid8.default-release
2025-12-03 20:12:15 UTC-06:00-0600,Join from Zoom Workplace app - Zoom,https://illinoisstate.zoom.us/j/84286517133,rcj1pid8.default-release
2025-12-03 20:12:04 UTC-06:00-0600,Checking link,https://outlook.office.com/mail/safelink.html?url=null&corid=null&nopolicy=1,rcj1pid8.default-release
2025-12-03 20:12:03 UTC-06:00-0600,,https://outlook.office.com/mail/safelink.html?nopolicy=1,rcj1pid8.default-release
2025-12-03 20:11:19 UTC-06:00-0600,My Profile - Zoom,https://illinoisstate.zoom.us/profile,rcj1pid8.default-release
2025-12-03 20:11:02 UTC-06:00-0600,My Meetings - Zoom,https://illinoisstate.zoom.us/meeting#/upcoming,rcj1pid8.default-release
2025-12-03 20:11:01 UTC-06:00-0600,My Meetings - Zoom,https://illinoisstate.zoom.us/meeting#/,rcj1pid8.default-release
2025-12-03 20:11:01 UTC-06:00-0600,My Meetings - Zoom,https://illinoisstate.zoom.us/meeting,rcj1pid8.default-release
2025-12-03 20:10:55 UTC-06:00-0600,My Profile - Zoom,https://illinoisstate.zoom.us/profile,rcj1pid8.default-release
2025-12-03 20:10:54 UTC-06:00-0600,,https://illinoisstate.zoom.us/signin,rcj1pid8.default-release
2025-12-03 20:10:54 UTC-06:00-0600,,https://zoom.us/microsoft/oauth/client_login?st=0OE2OhfZSWmkzh0Sh5Ydsw&code=1.AW4AOphfCGkLcEK3HRBpUHa6_j2-Gd2XP2hGl3R4dSP09sdeAZNuAA.AgABBAIAAABlMNzVhAPUTrARzfQjWPtKAwDs_wUA9P_yTyesEzm_XwsE_vrwTfEeO5_-6V9aEKl60xeLjk-Yy1ftV5AIFz-LovMQ37vmppBcZHYiIpw6wAFJX_nE4rlMbXV-w85LLSe1THr52VrjfOhD5zqdcmUBpecyuMJvf6_jvVnwzZNjh19A7bUVF27UxnzQgTS3r1KdeIm69D7Hujup2X2Fn8-RBVPr6VnBKyzmSW3l9bEW_skrshK3LZpCjOvTfo0GqoGnAqFf3EQALPF1WK4IP8JEg00BwwjvrFAYPtBmedCQfFloXyOEbuIYlurI5qnhhVDwjLWmYcuRTctUjpmiANMc1Gp9In2OBBtzbrRNm3U7PCxgiy7id95LDVGDlF6OL1VSNZ-8dxED1Qi16aD7IfXKf6vD6I6T4znADFRPhkqDDBTb8uOaKu-eZV8BVlJYhzagvAuQA72vgBlbYGKkKJfWnXWOug6hux3nEXqgb8mPFV1CTZw_JApmjowpNi5u_xQ-VLCp16sux19qRFIJUvZ0ikbXXgOQ6tiiPrgYmQTDGXPM4Zfbz18EIFEdWP2f5sgHnZi5Kpu4vj0T-NKyCzn3YDOVd8ELJrcvPyROOe5RBJ_5SeQJXKRt1q49CRxATBjmDHCAk9WjV8nJn4d8VH1CQUXl0PNCf_mltFU4niJlovnJ4LtHiLSSrke1y2pxCgCCf3qzGzrN_g08ykqk1V8HGi0jAPVIKzLBIsiIHtLmRTWoKD3oCukab9OxwJr38CTzR-zNcD1JoHw308jukbp_9KhMhisFdrjkmWeXgO0Ssfp6ydkn5mkemMFY1A&code_challenge=vnuaNLOJ0eR7c2e7suSWvg2ayhZ%2Fvx8qubhbx2xvO%2FY%3D&ver=6.6.10.22255&entry=signin,rcj1pid8.default-release
2025-12-03 20:10:54 UTC-06:00-0600,,https://us02web.zoom.us/microsoft/oauth?code=1.AW4AOphfCGkLcEK3HRBpUHa6_j2-Gd2XP2hGl3R4dSP09sdeAZNuAA.AgABBAIAAABlMNzVhAPUTrARzfQjWPtKAwDs_wUA9P_yTyesEzm_XwsE_vrwTfEeO5_-6V9aEKl60xeLjk-Yy1ftV5AIFz-LovMQ37vmppBcZHYiIpw6wAFJX_nE4rlMbXV-w85LLSe1THr52VrjfOhD5zqdcmUBpecyuMJvf6_jvVnwzZNjh19A7bUVF27UxnzQgTS3r1KdeIm69D7Hujup2X2Fn8-RBVPr6VnBKyzmSW3l9bEW_skrshK3LZpCjOvTfo0GqoGnAqFf3EQALPF1WK4IP8JEg00BwwjvrFAYPtBmedCQfFloXyOEbuIYlurI5qnhhVDwjLWmYcuRTctUjpmiANMc1Gp9In2OBBtzbrRNm3U7PCxgiy7id95LDVGDlF6OL1VSNZ-8dxED1Qi16aD7IfXKf6vD6I6T4znADFRPhkqDDBTb8uOaKu-eZV8BVlJYhzagvAuQA72vgBlbYGKkKJfWnXWOug6hux3nEXqgb8mPFV1CTZw_JApmjowpNi5u_xQ-VLCp16sux19qRFIJUvZ0ikbXXgOQ6tiiPrgYmQTDGXPM4Zfbz18EIFEdWP2f5sgHnZi5Kpu4vj0T-NKyCzn3YDOVd8ELJrcvPyROOe5RBJ_5SeQJXKRt1q49CRxATBjmDHCAk9WjV8nJn4d8VH1CQUXl0PNCf_mltFU4niJlovnJ4LtHiLSSrke1y2pxCgCCf3qzGzrN_g08ykqk1V8HGi0jAPVIKzLBIsiIHtLmRTWoKD3oCukab9OxwJr38CTzR-zNcD1JoHw308jukbp_9KhMhisFdrjkmWeXgO0Ssfp6ydkn5mkemMFY1A&state=ME9FMk9oZlpTV21remgwU2g1WWRzdyxjbGllbnRfbWljcm9zb2Z0X3NpZ25pbg&session_state=00b7bf29-ecb6-32c5-4de6-e99ff15468de#,rcj1pid8.default-release
2025-12-03 20:10:54 UTC-06:00-0600,,https://login.microsoftonline.com/common/reprocess?ctx=rQQIARAA02I20jOwUklJMbRMSjVO0TVOszTXNTEzs9C1NDc30TW3MDc1Mk4zSTNLNi8S4hJYY_18_jGHFX4rds44Ha3wd98qRvWMkpKCYit9_dJiA6Py1CS9qvz8XL3SYv3czOSi_OL8tBL9_MTSkowdjIwXGBlvMfH7OwJ5RiAivyizKvUVE19xak5qckl8YnJyfmleyScm1sLS1KLKWcx2vq6Wbr7ZlvlROQUhYUaGRam56eWhRumG4eFBVSmVFVlJ7jk5SXlBaUnhOVnJuZZVSUZRBhHGfgVRRqYFSemrmFUMIMBYF0RCiGQYCwY2MbMl5-fm5uedYpbLL0jNy0xRSM1NzMxRKCjKT8vMSVUoLU4t0itKTUy5wcx4gYXxFQuPAbMVBweXAIMEgwLDDxbGRazAkPm1o2JH50Vbj6lxeZOfcLMxnGLV9yr3TimIKkoF-sbVI9zXxNsxUt_NyCjHOdfLI9G9yL0qxSLDMrEgP8Iy29bEynACG-MHNsYOdoZdnMQG6gFehh98PReOnFp6u-e9xyt-nVTnooDMUDeTDKdyt9SKKoPKknSj5LIUA5_ywgrzIE9foyj3wLzisvLIKk_bDQIMD4BIkOGHoAAA0&sessionid=00b7bf29-ecb6-32c5-4de6-e99ff15468de,rcj1pid8.default-release
2025-12-03 20:10:52 UTC-06:00-0600,Sign in to your account,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=dd19be3d-3f97-4668-9774-787523f4f6c7&response_type=code&redirect_uri=https://us02web.zoom.us/microsoft/oauth&response_mode=query&scope=openid%20email%20profile%20user.read&state=ME9FMk9oZlpTV21remgwU2g1WWRzdyxjbGllbnRfbWljcm9zb2Z0X3NpZ25pbg&prompt=select_account,rcj1pid8.default-release
2025-12-03 20:10:51 UTC-06:00-0600,,https://zoom.us/client_microsoft_signin?code_challenge=vnuaNLOJ0eR7c2e7suSWvg2ayhZ%2Fvx8qubhbx2xvO%2FY%3D&ver=6.6.10.22255&entry=signin,rcj1pid8.default-release
2025-12-03 20:10:04 UTC-06:00-0600,Sign in with SSO - Zoom,https://illinoisstate.zoom.us/saml/mobile_success?token=7343663#success,rcj1pid8.default-release
2025-12-03 20:10:04 UTC-06:00-0600,Sign in with SSO - Zoom,https://illinoisstate.zoom.us/saml/mobile_success?token=7343663,rcj1pid8.default-release
2025-12-03 20:10:03 UTC-06:00-0600,Working...,https://login.microsoftonline.com/085f983a-0b69-4270-b71d-10695076bafe/saml2?SAMLRequest=hZJPb9swDMW%2FiqG7LVmJHVuIU6QNigXo1qB2e%2BilkG26ESBLmSh327efmj9Dd2nPfPyRfI%2FLq9%2Bjjt7AobKmImnCSASms70yrxV5bG7jglytlihHzQ9iPfm9eYCfE6CPQqNBcapUZHJGWIkKhZEjoPCdqNff7wRPmDg4621nNYnWiOB8GHVjDU4juBrcm%2Brg8eGuInvvDygoRbSJ0loZqxC99JBAP1HVH2gADUoDPe5B3%2Fmc7u7rhtb1PYk2YStlpD9ecoFp%2B6pMMqrOWbSDtyZwIensSFmRDWUxkzFr8zKe8wWL20XaxynLy4wt8lYOQI%2FnkWi7qchLxrJCdnLeAu%2FyohyCKs3nQ5vO2lnZ532QIU6wNWFp4yvCGc%2FilMds3jAuUiYYT%2FI0eybR7mzItTInoz9zrz2JUHxrml38fi6Jni6BBQE5xyOO093HXD4Hy0sYZPW19bhXbWs1%2BP2Sfhz37zd%2BBP52s7NadX%2Bitdb2142DQKiIdxMQujr3%2Ff9Fq78%3D&RelayState=e1s2,rcj1pid8.default-release
2025-12-03 20:10:02 UTC-06:00-0600,,https://sso.illinoisstate.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s2,rcj1pid8.default-release
2025-12-03 20:10:01 UTC-06:00-0600,Central Login | Illinois State University - Loading Session Information,https://sso.illinoisstate.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,rcj1pid8.default-release
2025-12-03 20:10:01 UTC-06:00-0600,,https://sso.illinoisstate.edu/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJRS8MwFIXf%2FRUl723SzG4urB3TORSUjbUq%2BCJZeqeBNqm56RB%2Fvd3qUEH2GLjnO4dzMpl%2B1FWwA4fampTEESMBGGVLbV5T8lAswgsyzc4mKOuKN2LW%2BjezhvcW0AczRHC%2B011Zg20NLge30woe1ncpefO%2BQUGpriptrEb00kP0aW0dtUj3OJrnSxLMO5I20h%2FsjyJEG%2F0VQtlSXTa0cXarK6D57P6O0zWU2oHyPWphnYJDwpRsZYVAgtt5Sp6uL19KxTnEQzZILiDZsIEaDePxAOQgUTwZq6S7xJVE1Dv40SK2cGs6f%2BNTwhlPwpiH7LxgXMRMMBaNhqNnEqyc9VbZ6lKbvrXWGWElahRG1oDCK7GPK3jExKY%2FQnFTFKtwtcwLEjwe2%2Bf79rs9DIq%2B79Os5tuYZP084pDY%2FSacBsjjgCT7d6YJ%2Fc3Nvp9%2Ff0H2BQ%3D%3D&_x_zm_rtaid=Nw85xtfNRxyp1IKeYSBCHg.1764814115124.c28502f56b83fbcaca5e8abca65665d3&_x_zm_rhtaid=205,rcj1pid8.default-release
2025-12-03 20:10:00 UTC-06:00-0600,,https://illinoisstate.zoom.us/saml/login?from=desktop&zm-cid=ZAAUsjjX3M9wRs2w5VHxcrmV7HNPkxEg%2FNEWGPorr%2Bg%3D&code_challenge=flFodVWjBShw3KFN%2BxXqNCzaXwttzvErcIDaM5dMsIY%3D,rcj1pid8.default-release
2025-12-03 20:09:54 UTC-06:00-0600,Welcome to Zoom - Zoom,https://illinoisstate.zoom.us/signin/success/launch?url=em9vbW10ZzovL3pvb20udXMvbWljcm9zb2Z0X3NpZ25pbj90b2tlbj0lN0VVU0VSX0NSWVBUTyU3RURPYjRPc21jaWZhNUwyWGJjd0FBbUFFQUFHSjlzMnpReGFUbU1HREhjZ0l6TWlFTGVjWUZBVTZDV1JreTdGY2doU21WODBCN29vNGpNbzd4RF9fY1hzVjV5aXRfVENUcVNFby15WXJ3dGFRRGFpc29MN0UyUVFLZWp5UTVJdjk1dGgwWEozQlpfUWdYbzlYdGEwaFloV0ZFQjJNT3pBcFd6NmI5NHZhMHR6bkREZ0VLX2FJRHdVUTBMYUdUTERzc19BbVdfdFZKY09Jd2NYVnJIc0NsSzg4WnE0bFZZNl8zY2U3elJZb3ZHd2NCU1plSUwxX3I2Nk5lQWpaZUpmdGQyeUpONjhCdVN3SnVQOHRhM0Vpd1BCdkVuTHA4UGRWYTNBRDhpY21HX1UtZjdPNjk5amsxbUdMc3Jma29mZ1pHYjVIMDlWcXdnNVlBenBqZWxvRXVYLUNMTExyaE1pLTF3MFhUdFJMQ19IVW14a2tsdS11WFR3TzNjMTRoZjlXb2hiYUJVYXhuZWlvLXU4QXpvWUdBZWVyZjBTRW1PZk8yRjUxeVU2Ui0zRzJrZXRVX21jempmcTZsOW1ac2RCSGdDQlVPMnAtVGpSa29POUNGd2tSMjNkc3A5UzU5N291TlIwT2Vuc21SeFJEVW8zSFZaM3JnTHgzSk1Ka0F4Q0xoclBHd1plU3lrc1BZd25zUnprXzRFY0YzWlQ2ZExPYnhVRkFfMkk3RnNyMXQ0SFFDMUp4dW95dEVOQ3BRWWg2SFNhUHN0YXBiMWxEckw2d3dNREF3TURFJmVycm9ybm89MCZlcnJvcm1zZz0mY29kZV9jaGFsbGVuZ2U9emdaZm5ZaEZvYWd0TTFnamh1QkF1VExBS2IvSTFyanR2SUZwQzc5ZmZncz0=#/login-success,rcj1pid8.default-release
2025-12-03 20:09:54 UTC-06:00-0600,Welcome to Zoom - Zoom,https://illinoisstate.zoom.us/signin/success/launch?url=em9vbW10ZzovL3pvb20udXMvbWljcm9zb2Z0X3NpZ25pbj90b2tlbj0lN0VVU0VSX0NSWVBUTyU3RURPYjRPc21jaWZhNUwyWGJjd0FBbUFFQUFHSjlzMnpReGFUbU1HREhjZ0l6TWlFTGVjWUZBVTZDV1JreTdGY2doU21WODBCN29vNGpNbzd4RF9fY1hzVjV5aXRfVENUcVNFby15WXJ3dGFRRGFpc29MN0UyUVFLZWp5UTVJdjk1dGgwWEozQlpfUWdYbzlYdGEwaFloV0ZFQjJNT3pBcFd6NmI5NHZhMHR6bkREZ0VLX2FJRHdVUTBMYUdUTERzc19BbVdfdFZKY09Jd2NYVnJIc0NsSzg4WnE0bFZZNl8zY2U3elJZb3ZHd2NCU1plSUwxX3I2Nk5lQWpaZUpmdGQyeUpONjhCdVN3SnVQOHRhM0Vpd1BCdkVuTHA4UGRWYTNBRDhpY21HX1UtZjdPNjk5amsxbUdMc3Jma29mZ1pHYjVIMDlWcXdnNVlBenBqZWxvRXVYLUNMTExyaE1pLTF3MFhUdFJMQ19IVW14a2tsdS11WFR3TzNjMTRoZjlXb2hiYUJVYXhuZWlvLXU4QXpvWUdBZWVyZjBTRW1PZk8yRjUxeVU2Ui0zRzJrZXRVX21jempmcTZsOW1ac2RCSGdDQlVPMnAtVGpSa29POUNGd2tSMjNkc3A5UzU5N291TlIwT2Vuc21SeFJEVW8zSFZaM3JnTHgzSk1Ka0F4Q0xoclBHd1plU3lrc1BZd25zUnprXzRFY0YzWlQ2ZExPYnhVRkFfMkk3RnNyMXQ0SFFDMUp4dW95dEVOQ3BRWWg2SFNhUHN0YXBiMWxEckw2d3dNREF3TURFJmVycm9ybm89MCZlcnJvcm1zZz0mY29kZV9jaGFsbGVuZ2U9emdaZm5ZaEZvYWd0TTFnamh1QkF1VExBS2IvSTFyanR2SUZwQzc5ZmZncz0=#/,rcj1pid8.default-release
2025-12-03 20:09:53 UTC-06:00-0600,Welcome to Zoom - Zoom,https://illinoisstate.zoom.us/signin/success/launch?url=em9vbW10ZzovL3pvb20udXMvbWljcm9zb2Z0X3NpZ25pbj90b2tlbj0lN0VVU0VSX0NSWVBUTyU3RURPYjRPc21jaWZhNUwyWGJjd0FBbUFFQUFHSjlzMnpReGFUbU1HREhjZ0l6TWlFTGVjWUZBVTZDV1JreTdGY2doU21WODBCN29vNGpNbzd4RF9fY1hzVjV5aXRfVENUcVNFby15WXJ3dGFRRGFpc29MN0UyUVFLZWp5UTVJdjk1dGgwWEozQlpfUWdYbzlYdGEwaFloV0ZFQjJNT3pBcFd6NmI5NHZhMHR6bkREZ0VLX2FJRHdVUTBMYUdUTERzc19BbVdfdFZKY09Jd2NYVnJIc0NsSzg4WnE0bFZZNl8zY2U3elJZb3ZHd2NCU1plSUwxX3I2Nk5lQWpaZUpmdGQyeUpONjhCdVN3SnVQOHRhM0Vpd1BCdkVuTHA4UGRWYTNBRDhpY21HX1UtZjdPNjk5amsxbUdMc3Jma29mZ1pHYjVIMDlWcXdnNVlBenBqZWxvRXVYLUNMTExyaE1pLTF3MFhUdFJMQ19IVW14a2tsdS11WFR3TzNjMTRoZjlXb2hiYUJVYXhuZWlvLXU4QXpvWUdBZWVyZjBTRW1PZk8yRjUxeVU2Ui0zRzJrZXRVX21jempmcTZsOW1ac2RCSGdDQlVPMnAtVGpSa29POUNGd2tSMjNkc3A5UzU5N291TlIwT2Vuc21SeFJEVW8zSFZaM3JnTHgzSk1Ka0F4Q0xoclBHd1plU3lrc1BZd25zUnprXzRFY0YzWlQ2ZExPYnhVRkFfMkk3RnNyMXQ0SFFDMUp4dW95dEVOQ3BRWWg2SFNhUHN0YXBiMWxEckw2d3dNREF3TURFJmVycm9ybm89MCZlcnJvcm1zZz0mY29kZV9jaGFsbGVuZ2U9emdaZm5ZaEZvYWd0TTFnamh1QkF1VExBS2IvSTFyanR2SUZwQzc5ZmZncz0=,rcj1pid8.default-release
2025-12-03 20:09:20 UTC-06:00-0600,Agree to the Terms of Service - Zoom,https://us02web.zoom.us/signin/term?token=%7EUSER_CRYPTO%7EDJ3O_9O092uA3KqJvwAAWAEAACGlem5UENbRdOxu5NgPp2rJKpt94vA3bwz1KtAatNRYcFDz0R_jIlif3sBrjgfkjXExNNLoPPNhFnQFsHVOWqg6fe6IiwD43rpwUii2AmdYWO6OnHi8kqcqBHxdhPYQhhejCgD_M0fFR9mXBta8Bf5XDrYAf5L9jzJ1em0ETaDwPXHmCwRt4_65SBdjI8V_hfEPnYMdb6EQ3e0R5dX237Zs-DPEkyywYbmxKJKUzddavYSgXPc8m3AhzsgNOgWZD4JOIuCRK7oOedd3H_f0Bi3xu7VOlkkYEoxCDGKdmcylCc-c4nE-HCdC-ajGKFkqj5yGHm936TTDByM1F1lLXo21C8uxNDNbOniQU9baB5ik1EzdF6OUdHubU30tnmW64j9Yexh4N7X5niXjd8COW5nM1i4OR0YWZWJU4c1PiNhM39B9YGABxMPqMj8PXLpSiFqDRAKcaIbzBFsuFab1xJMpb-k_gezNkDAwMDAwMQ&type=127&url=em9vbW10ZzovL3pvb20udXMvbWljcm9zb2Z0X3NpZ25pbj90b2tlbj0lN0VVU0VSX0NSWVBUTyU3RURPYjRPc21jaWZhNUwyWGJjd0FBbUFFQUFHSjlzMnpReGFUbU1HREhjZ0l6TWlFTGVjWUZBVTZDV1JreTdGY2doU21WODBCN29vNGpNbzd4RF9fY1hzVjV5aXRfVENUcVNFby15WXJ3dGFRRGFpc29MN0UyUVFLZWp5UTVJdjk1dGgwWEozQlpfUWdYbzlYdGEwaFloV0ZFQjJNT3pBcFd6NmI5NHZhMHR6bkREZ0VLX2FJRHdVUTBMYUdUTERzc19BbVdfdFZKY09Jd2NYVnJIc0NsSzg4WnE0bFZZNl8zY2U3elJZb3ZHd2NCU1plSUwxX3I2Nk5lQWpaZUpmdGQyeUpONjhCdVN3SnVQOHRhM0Vpd1BCdkVuTHA4UGRWYTNBRDhpY21HX1UtZjdPNjk5amsxbUdMc3Jma29mZ1pHYjVIMDlWcXdnNVlBenBqZWxvRXVYLUNMTExyaE1pLTF3MFhUdFJMQ19IVW14a2tsdS11WFR3TzNjMTRoZjlXb2hiYUJVYXhuZWlvLXU4QXpvWUdBZWVyZjBTRW1PZk8yRjUxeVU2Ui0zRzJrZXRVX21jempmcTZsOW1ac2RCSGdDQlVPMnAtVGpSa29POUNGd2tSMjNkc3A5UzU5N291TlIwT2Vuc21SeFJEVW8zSFZaM3JnTHgzSk1Ka0F4Q0xoclBHd1plU3lrc1BZd25zUnprXzRFY0YzWlQ2ZExPYnhVRkFfMkk3RnNyMXQ0SFFDMUp4dW95dEVOQ3BRWWg2SFNhUHN0YXBiMWxEckw2d3dNREF3TURFJmVycm9ybm89MCZlcnJvcm1zZz0mY29kZV9jaGFsbGVuZ2U9emdaZm5ZaEZvYWd0TTFnamh1QkF1VExBS2IvSTFyanR2SUZwQzc5ZmZncz0=&zr=false&entry=signin&_x_zm_rtaid=Nw85xtfNRxyp1IKeYSBCHg.1764814115124.c28502f56b83fbcaca5e8abca65665d3&_x_zm_rhtaid=205#/term-service,rcj1pid8.default-release
2025-12-03 20:09:20 UTC-06:00-0600,Agree to the Terms of Service - Zoom,https://us02web.zoom.us/signin/term?token=%7EUSER_CRYPTO%7EDJ3O_9O092uA3KqJvwAAWAEAACGlem5UENbRdOxu5NgPp2rJKpt94vA3bwz1KtAatNRYcFDz0R_jIlif3sBrjgfkjXExNNLoPPNhFnQFsHVOWqg6fe6IiwD43rpwUii2AmdYWO6OnHi8kqcqBHxdhPYQhhejCgD_M0fFR9mXBta8Bf5XDrYAf5L9jzJ1em0ETaDwPXHmCwRt4_65SBdjI8V_hfEPnYMdb6EQ3e0R5dX237Zs-DPEkyywYbmxKJKUzddavYSgXPc8m3AhzsgNOgWZD4JOIuCRK7oOedd3H_f0Bi3xu7VOlkkYEoxCDGKdmcylCc-c4nE-HCdC-ajGKFkqj5yGHm936TTDByM1F1lLXo21C8uxNDNbOniQU9baB5ik1EzdF6OUdHubU30tnmW64j9Yexh4N7X5niXjd8COW5nM1i4OR0YWZWJU4c1PiNhM39B9YGABxMPqMj8PXLpSiFqDRAKcaIbzBFsuFab1xJMpb-k_gezNkDAwMDAwMQ&type=127&url=em9vbW10ZzovL3pvb20udXMvbWljcm9zb2Z0X3NpZ25pbj90b2tlbj0lN0VVU0VSX0NSWVBUTyU3RURPYjRPc21jaWZhNUwyWGJjd0FBbUFFQUFHSjlzMnpReGFUbU1HREhjZ0l6TWlFTGVjWUZBVTZDV1JreTdGY2doU21WODBCN29vNGpNbzd4RF9fY1hzVjV5aXRfVENUcVNFby15WXJ3dGFRRGFpc29MN0UyUVFLZWp5UTVJdjk1dGgwWEozQlpfUWdYbzlYdGEwaFloV0ZFQjJNT3pBcFd6NmI5NHZhMHR6bkREZ0VLX2FJRHdVUTBMYUdUTERzc19BbVdfdFZKY09Jd2NYVnJIc0NsSzg4WnE0bFZZNl8zY2U3elJZb3ZHd2NCU1plSUwxX3I2Nk5lQWpaZUpmdGQyeUpONjhCdVN3SnVQOHRhM0Vpd1BCdkVuTHA4UGRWYTNBRDhpY21HX1UtZjdPNjk5amsxbUdMc3Jma29mZ1pHYjVIMDlWcXdnNVlBenBqZWxvRXVYLUNMTExyaE1pLTF3MFhUdFJMQ19IVW14a2tsdS11WFR3TzNjMTRoZjlXb2hiYUJVYXhuZWlvLXU4QXpvWUdBZWVyZjBTRW1PZk8yRjUxeVU2Ui0zRzJrZXRVX21jempmcTZsOW1ac2RCSGdDQlVPMnAtVGpSa29POUNGd2tSMjNkc3A5UzU5N291TlIwT2Vuc21SeFJEVW8zSFZaM3JnTHgzSk1Ka0F4Q0xoclBHd1plU3lrc1BZd25zUnprXzRFY0YzWlQ2ZExPYnhVRkFfMkk3RnNyMXQ0SFFDMUp4dW95dEVOQ3BRWWg2SFNhUHN0YXBiMWxEckw2d3dNREF3TURFJmVycm9ybm89MCZlcnJvcm1zZz0mY29kZV9jaGFsbGVuZ2U9emdaZm5ZaEZvYWd0TTFnamh1QkF1VExBS2IvSTFyanR2SUZwQzc5ZmZncz0=&zr=false&entry=signin&_x_zm_rtaid=Nw85xtfNRxyp1IKeYSBCHg.1764814115124.c28502f56b83fbcaca5e8abca65665d3&_x_zm_rhtaid=205#/,rcj1pid8.default-release
